Tested,Results,Files
flickr_building_2949982320_c704b31626_4,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","['3569406219_f37ebf7b92.jpg', '2196107384_361d73a170.jpg', '2945036454_280fa5b29f.jpg', '3332467180_d72f9b067d.jpg', '3686924335_3c51e8834a.jpg', '917574521_74fab68514.jpg', '1258913059_07c613f7ff.jpg', '2706766641_a9df81969d.jpg', '3677318686_b018862bb7.jpg', '2854207034_1f00555703.jpg']"
flickr_building_3099923914_fd450f6d51_0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['506738508_327efdf9c3.jpg', '1339596997_8ac29c1841.jpg', '3145967309_b33abe4d84.jpg', '2884420269_225d27f242.jpg', '476759700_8911f087f8.jpg', '3571147934_d1c8af1d6e.jpg', '3433982387_3fa993cf5a.jpg', '3155451946_c0862c70cb.jpg', '2623930900_b9df917b82.jpg', '2473738924_eca928d12f.jpg']"
flickr_building_3099923914_fd450f6d51_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2073964624_52da3a0fc4.jpg', '3145967309_b33abe4d84.jpg', '3047264346_e24601bfbf.jpg', '172097782_f0844ec317.jpg', '1262583859_653f1469a9.jpg', '300314926_0b2e4b64f5.jpg', '3694991841_141804da1f.jpg', '2075321027_c8fcbaf581.jpg', '506738508_327efdf9c3.jpg', '138718600_f430ebca17.jpg']"
flickr_building_3099923914_fd450f6d51_2,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['2196107384_361d73a170.jpg', '3498997518_c2b16f0a0e.jpg', '3125309108_1011486589.jpg', '241346508_0b3907a95b.jpg', '2877503811_4e311253ec.jpg', '2526041608_a9775ab8d7.jpg', '3317073508_7e13565c1b.jpg', '3569406219_f37ebf7b92.jpg', '2894217628_f1a4153dca.jpg', '241346971_c100650320.jpg']"
flickr_building_3099923914_fd450f6d51_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3234115903_f4dfc8fc75.jpg', '506738508_327efdf9c3.jpg', '241345844_69e1c22464.jpg', '3301811927_a2797339e5.jpg', '241347204_007d83e252.jpg', '3217620013_8b17873273.jpg', '3155451946_c0862c70cb.jpg', '241345811_46b5f157d4.jpg', '2894217628_f1a4153dca.jpg', '3498997518_c2b16f0a0e.jpg']"
flickr_building_3100251515_c68027cc22_3,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]","['3433982387_3fa993cf5a.jpg', '3569406219_f37ebf7b92.jpg', '3006093003_c211737232.jpg', '2196107384_361d73a170.jpg', '3424424006_98f9d1921c.jpg', '2089426086_7acc98a3a8.jpg', '2877503811_4e311253ec.jpg', '2473738924_eca928d12f.jpg', '506738508_327efdf9c3.jpg', '2884420269_225d27f242.jpg']"
flickr_building_3157847991_463e006a28_0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['2884420269_225d27f242.jpg', '3424424006_98f9d1921c.jpg', '3315616181_15dd137e27.jpg', '476759700_8911f087f8.jpg', '2343525685_3eba3b6686.jpg', '2646046871_c3a5dbb971.jpg', '3364861247_d590fa170d.jpg', '3125309108_1011486589.jpg', '2712787899_d85048eb6a.jpg', '3256275785_9c3af57576.jpg']"
flickr_building_3157847991_463e006a28_4,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0]","['3024172109_a10198e1dd.jpg', '3315616181_15dd137e27.jpg', '2306674172_dc07c7f847.jpg', '3569406219_f37ebf7b92.jpg', '2196107384_361d73a170.jpg', '2877503811_4e311253ec.jpg', '3019842612_8501c1791e.jpg', '2813033949_e19fa08805.jpg', '3432550415_e7b77232de.jpg', '3259991972_fce3ab18b2.jpg']"
flickr_building_3222041930_f642f49d28_1,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","['3332467180_d72f9b067d.jpg', '2196107384_361d73a170.jpg', '3432550415_e7b77232de.jpg', '3295680663_af21ea648b.jpg', '2306674172_dc07c7f847.jpg', '3569406219_f37ebf7b92.jpg', '2949982320_c704b31626.jpg', '2985679744_75a7102aab.jpg', '3686924335_3c51e8834a.jpg', '2971431335_e192613db4.jpg']"
flickr_building_3222041930_f642f49d28_4,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]","['3254817653_632e840423.jpg', '2196107384_361d73a170.jpg', '2788945468_74a9618cfa.jpg', '3433982387_3fa993cf5a.jpg', '3569406219_f37ebf7b92.jpg', '2877503811_4e311253ec.jpg', '3099923914_fd450f6d51.jpg', '241345844_69e1c22464.jpg', '241345811_46b5f157d4.jpg', '3571147934_d1c8af1d6e.jpg']"
flickr_building_3234401637_84e0d14414_3,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","['2945036454_280fa5b29f.jpg', '3686924335_3c51e8834a.jpg', '2196107384_361d73a170.jpg', '3024172109_a10198e1dd.jpg', '3254817653_632e840423.jpg', '3569406219_f37ebf7b92.jpg', '3332467180_d72f9b067d.jpg', '3315616181_15dd137e27.jpg', '2788945468_74a9618cfa.jpg', '2854207034_1f00555703.jpg']"
flickr_building_3245912109_fdeef6b456_1,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","['2196107384_361d73a170.jpg', '2877503811_4e311253ec.jpg', '3569406219_f37ebf7b92.jpg', '2945036454_280fa5b29f.jpg', '3254817653_632e840423.jpg', '2529116152_4331dabf50.jpg', '2813033949_e19fa08805.jpg', '3432550415_e7b77232de.jpg', '2100816230_ff866fb352.jpg', '3255482333_5bcee79f7e.jpg']"
flickr_building_3245912109_fdeef6b456_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3080056515_3013830309.jpg', '3498997518_c2b16f0a0e.jpg', '2396025708_e4a72e2558.jpg', '3503623999_bbd5dcfb18.jpg', '2623930900_b9df917b82.jpg', '2933637854_984614e18b.jpg', '2196316998_3b2d63f01f.jpg', '3301859683_2d5e4b40a3.jpg', '241347204_007d83e252.jpg', '241347760_d44c8d3a01.jpg']"
flickr_building_3245912109_fdeef6b456_4,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]","['2196107384_361d73a170.jpg', '2526041608_a9775ab8d7.jpg', '3254817653_632e840423.jpg', '2894217628_f1a4153dca.jpg', '2877503811_4e311253ec.jpg', '2945036454_280fa5b29f.jpg', '3498997518_c2b16f0a0e.jpg', '3677318686_b018862bb7.jpg', '2646046871_c3a5dbb971.jpg', '241346508_0b3907a95b.jpg']"
flickr_building_3254817653_632e840423_4,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 1]","['2559503010_84f20b3bc9.jpg', '3332467180_d72f9b067d.jpg', '300577375_26cc2773a1.jpg', '3569406219_f37ebf7b92.jpg', '3099923914_fd450f6d51.jpg', '2196107384_361d73a170.jpg', '3222041930_f642f49d28.jpg', '3234401637_84e0d14414.jpg', '2945036454_280fa5b29f.jpg', '3432550415_e7b77232de.jpg']"
flickr_building_3295391572_cbfde03a10_1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['241345811_46b5f157d4.jpg', '3498997518_c2b16f0a0e.jpg', '241345844_69e1c22464.jpg', '2526041608_a9775ab8d7.jpg', '3317073508_7e13565c1b.jpg', '476759700_8911f087f8.jpg', '3359530430_249f51972c.jpg', '3254817653_632e840423.jpg', '2317714088_bcd081f926.jpg', '3393926562_66cc01b001.jpg']"
flickr_building_3295391572_cbfde03a10_2,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","['2877503811_4e311253ec.jpg', '2196107384_361d73a170.jpg', '3254817653_632e840423.jpg', '3099923914_fd450f6d51.jpg', '2945036454_280fa5b29f.jpg', '2788945468_74a9618cfa.jpg', '241345811_46b5f157d4.jpg', '3157847991_463e006a28.jpg', '3317073508_7e13565c1b.jpg', '241346508_0b3907a95b.jpg']"
flickr_building_3332467180_d72f9b067d_1,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]","['2877503811_4e311253ec.jpg', '3099923914_fd450f6d51.jpg', '2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '2100816230_ff866fb352.jpg', '180094434_b0f244832d.jpg', '3254817653_632e840423.jpg', '3432550415_e7b77232de.jpg', '211295363_49010ca38d.jpg', '2788945468_74a9618cfa.jpg']"
flickr_building_3332467180_d72f9b067d_4,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","['1339596997_8ac29c1841.jpg', '3254817653_632e840423.jpg', '1714316707_8bbaa2a2ba.jpg', '506738508_327efdf9c3.jpg', '2788945468_74a9618cfa.jpg', '2623930900_b9df917b82.jpg', '3569406219_f37ebf7b92.jpg', '3135504530_0f4130d8f8.jpg', '2991994415_504d1c0a03.jpg', '370614351_98b8a166b9.jpg']"
flickr_building_339658315_fbb178c252_2,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]","['3099923914_fd450f6d51.jpg', '2877503811_4e311253ec.jpg', '2945036454_280fa5b29f.jpg', '3254817653_632e840423.jpg', '1224851143_33bcdd299c.jpg', '2196107384_361d73a170.jpg', '2526585002_10987a63f3.jpg', '3569406219_f37ebf7b92.jpg', '3234401637_84e0d14414.jpg', '2248487950_c62d0c81a9.jpg']"
flickr_building_3490736665_38710f4b91_2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2396025708_e4a72e2558.jpg', '3217620013_8b17873273.jpg', '241347204_007d83e252.jpg', '3042380610_c5ea61eef8.jpg', '3544793763_b38546a5e8.jpg', '3243588540_b418ac7eda.jpg', '3295391572_cbfde03a10.jpg', '3218480482_66af7587c8.jpg', '2460797929_66446c13db.jpg', '1096395242_fc69f0ae5a.jpg']"
flickr_camera_106490881_5a2dd9b7bd_1,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['3530843182_35af2c821c.jpg', '1765164972_92dac06fa9.jpg', '2644430445_47c985a2ee.jpg', '1056338697_4f7d7ce270.jpg', '2346401538_f5e8da66fc.jpg', '1167669558_87a8a467d6.jpg', '2994179598_a45c2732b5.jpg', '2666179615_f05a9d8331.jpg', '2307118114_c258e3a47e.jpg', '3238951136_2a99f1a1a8.jpg']"
flickr_camera_1096395242_fc69f0ae5a_2,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2774430374_fee1d793e7.jpg', '2759860913_f75b39d783.jpg', '2553550034_5901aa9d6c.jpg', '2588927489_f4da2f11ec.jpg', '1352410176_af6b139734.jpg', '2994179598_a45c2732b5.jpg', '2479162876_a5ce3306af.jpg', '3016606751_0e8be20abd.jpg', '1248940539_46d33ed487.jpg', '1402640441_81978e32a9.jpg']"
flickr_camera_1096395242_fc69f0ae5a_4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['1056338697_4f7d7ce270.jpg', '2928152792_b16c73434a.jpg', '2914206497_5e36ac6324.jpg', '3437654963_c4fdc17e8b.jpg', '2049051050_20359a434a.jpg', '229862312_1a0ba19dab.jpg', '3119875880_22f9129a1c.jpg', '2924259848_effb4dcb82.jpg', '3720366614_dfa8fe1088.jpg', '2953015871_cae796b6e7.jpg']"
flickr_camera_1167669558_87a8a467d6_4,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['2280525192_81911f2b00.jpg', '2588927489_f4da2f11ec.jpg', '2049051050_20359a434a.jpg', '2096771662_984441d20d.jpg', '2346401538_f5e8da66fc.jpg', '2698666984_13e17236ae.jpg', '3238951136_2a99f1a1a8.jpg', '2192131110_8a40e7c028.jpg', '2759860913_f75b39d783.jpg', '1765164972_92dac06fa9.jpg']"
flickr_camera_1339596997_8ac29c1841_1,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","['2096771662_984441d20d.jpg', '2480850054_de3433b54a.jpg', '2307118114_c258e3a47e.jpg', '229862312_1a0ba19dab.jpg', '2170222061_e8bce4a32d.jpg', '1096395242_fc69f0ae5a.jpg', '2518508760_68d8df7365.jpg', '1765164972_92dac06fa9.jpg', '3121521593_18f0ec14f7.jpg', '2928152792_b16c73434a.jpg']"
flickr_camera_1339596997_8ac29c1841_3,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","['1056338697_4f7d7ce270.jpg', '3167365436_c379bda282.jpg', '2759860913_f75b39d783.jpg', '1765164972_92dac06fa9.jpg', '2384353160_f395e9a54b.jpg', '2124040721_bffc0a091a.jpg', '2096771662_984441d20d.jpg', '3530843182_35af2c821c.jpg', '1167669558_87a8a467d6.jpg', '2844641033_dab3715a99.jpg']"
flickr_camera_1386964743_9e80d96b05_0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2553550034_5901aa9d6c.jpg', '3238951136_2a99f1a1a8.jpg', '2698666984_13e17236ae.jpg', '2588927489_f4da2f11ec.jpg', '189721896_1ffe76d89e.jpg', '279728508_6bd7281f3c.jpg', '3737539561_d1dc161040.jpg', '3119875880_22f9129a1c.jpg', '3568197730_a071d7595b.jpg', '1248940539_46d33ed487.jpg']"
flickr_camera_1389264266_8170bc1c54_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3502343542_f9b46688e5.jpg', '189721896_1ffe76d89e.jpg', '2553550034_5901aa9d6c.jpg', '3119875880_22f9129a1c.jpg', '2924259848_effb4dcb82.jpg', '150387174_24825cf871.jpg', '2698666984_13e17236ae.jpg', '2208067635_39a03834ca.jpg', '2280525192_81911f2b00.jpg', '2049051050_20359a434a.jpg']"
flickr_camera_1427391496_ea512cbe7f_1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['2021613437_d99731f986.jpg', '1765164972_92dac06fa9.jpg', '2577972703_a22c5f2a87.jpg', '2698666984_13e17236ae.jpg', '2914206497_5e36ac6324.jpg', '1415591512_a84644750c.jpg', '3238951136_2a99f1a1a8.jpg', '1056338697_4f7d7ce270.jpg', '2588927489_f4da2f11ec.jpg', '2280525192_81911f2b00.jpg']"
flickr_camera_180506881_de0f59770f_0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['2096771662_984441d20d.jpg', '2759860913_f75b39d783.jpg', '2588927489_f4da2f11ec.jpg', '2435685480_a79d42e564.jpg', '1765164972_92dac06fa9.jpg', '2994179598_a45c2732b5.jpg', '2049051050_20359a434a.jpg', '150387174_24825cf871.jpg', '3016606751_0e8be20abd.jpg', '2307118114_c258e3a47e.jpg']"
flickr_camera_200771289_31902164a7_0,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","['2096771662_984441d20d.jpg', '1765164972_92dac06fa9.jpg', '2759860913_f75b39d783.jpg', '2588927489_f4da2f11ec.jpg', '2346401538_f5e8da66fc.jpg', '150387174_24825cf871.jpg', '2049051050_20359a434a.jpg', '2086513494_dbbcb583e7.jpg', '57422853_b5f6366081.jpg', '3016606751_0e8be20abd.jpg']"
flickr_camera_2086513494_dbbcb583e7_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2914206497_5e36ac6324.jpg', '2943023421_e297f05e11.jpg', '3578841731_f775cab089.jpg', '2893374123_087f98d58a.jpg', '2307118114_c258e3a47e.jpg', '2554081584_233bdf289a.jpg', '2924259848_effb4dcb82.jpg', '1679617928_a73c1769be.jpg', '1765164972_92dac06fa9.jpg', '2902269566_419d9f1d8e.jpg']"
flickr_camera_2206960564_325ed0c7ae_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['3502343542_f9b46688e5.jpg', '3119875880_22f9129a1c.jpg', '150387174_24825cf871.jpg', '2049051050_20359a434a.jpg', '1765164972_92dac06fa9.jpg', '2280525192_81911f2b00.jpg', '2924259848_effb4dcb82.jpg', '2991994415_504d1c0a03.jpg', '189721896_1ffe76d89e.jpg', '2346401538_f5e8da66fc.jpg']"
flickr_camera_2224450291_4c133fabe8_2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","['2577972703_a22c5f2a87.jpg', '3589895574_ee08207d26.jpg', '3568197730_a071d7595b.jpg', '2683963310_20dcd5e566.jpg', '2646116932_232573f030.jpg', '1467533293_a2656cc000.jpg', '2608289957_044849f73e.jpg', '2120383553_5825333a3f.jpg', '57422853_b5f6366081.jpg', '1386964743_9e80d96b05.jpg']"
flickr_camera_2224450291_4c133fabe8_3,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","['2096771662_984441d20d.jpg', '1765164972_92dac06fa9.jpg', '2049051050_20359a434a.jpg', '2208067635_39a03834ca.jpg', '2928152792_b16c73434a.jpg', '3589367895_5d3729e3ea.jpg', '2943023421_e297f05e11.jpg', '2554081584_233bdf289a.jpg', '2588927489_f4da2f11ec.jpg', '2914206497_5e36ac6324.jpg']"
flickr_camera_2224450291_4c133fabe8_4,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['189721896_1ffe76d89e.jpg', '2553550034_5901aa9d6c.jpg', '3502343542_f9b46688e5.jpg', '3119875880_22f9129a1c.jpg', '3238951136_2a99f1a1a8.jpg', '2698666984_13e17236ae.jpg', '1415591512_a84644750c.jpg', '2588927489_f4da2f11ec.jpg', '2208067635_39a03834ca.jpg', '3256275785_9c3af57576.jpg']"
flickr_camera_2225231022_1632d0a5aa_2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '3578841731_f775cab089.jpg', '2902269566_419d9f1d8e.jpg', '2577972703_a22c5f2a87.jpg', '2924259848_effb4dcb82.jpg', '2893374123_087f98d58a.jpg', '229862312_1a0ba19dab.jpg', '3589895574_ee08207d26.jpg', '150387174_24825cf871.jpg']"
flickr_camera_2225231022_1632d0a5aa_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2943023421_e297f05e11.jpg', '2914206497_5e36ac6324.jpg', '3578841731_f775cab089.jpg', '2533424347_cf2f84872b.jpg', '114051287_dd85625a04.jpg', '1679617928_a73c1769be.jpg', '1056338697_4f7d7ce270.jpg', '2559503010_84f20b3bc9.jpg', '3697359692_8a5cdbe4fe.jpg', '2893374123_087f98d58a.jpg']"
flickr_camera_2289068031_fe26990183_2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['2914206497_5e36ac6324.jpg', '2924259848_effb4dcb82.jpg', '1765164972_92dac06fa9.jpg', '2096771662_984441d20d.jpg', '2943023421_e297f05e11.jpg', '2280525192_81911f2b00.jpg', '150387174_24825cf871.jpg', '2346401538_f5e8da66fc.jpg', '2554081584_233bdf289a.jpg', '3578841731_f775cab089.jpg']"
flickr_camera_2309860995_c2e2a0feeb_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['246055693_ccb69ac5c6.jpg', '1084040636_97d9633581.jpg', '2518508760_68d8df7365.jpg', '2914206497_5e36ac6324.jpg', '1764955991_5e53a28c87.jpg', '2265096094_8cc34d669c.jpg', '2577972703_a22c5f2a87.jpg', '2358554995_54ed3baa83.jpg', '1119015538_e8e796281e.jpg', '3003691049_f4363c2d5c.jpg']"
flickr_camera_2346401538_f5e8da66fc_0,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","['3589367895_5d3729e3ea.jpg', '3393343330_b13df4d8ec.jpg', '3203908917_53e53c03d1.jpg', '2096771662_984441d20d.jpg', '57422853_b5f6366081.jpg', '1096395242_fc69f0ae5a.jpg', '2265096094_8cc34d669c.jpg', '2289068031_fe26990183.jpg', '2554081584_233bdf289a.jpg', '2224450291_4c133fabe8.jpg']"
flickr_camera_2346401538_f5e8da66fc_1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2577972703_a22c5f2a87.jpg', '2021613437_d99731f986.jpg', '3238951136_2a99f1a1a8.jpg', '3192069971_83c5a90b4c.jpg', '2774430374_fee1d793e7.jpg', '1415591512_a84644750c.jpg', '2588927489_f4da2f11ec.jpg', '2698666984_13e17236ae.jpg', '2553550034_5901aa9d6c.jpg', '150387174_24825cf871.jpg']"
flickr_camera_2346401538_f5e8da66fc_2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2683963310_20dcd5e566.jpg', '2577972703_a22c5f2a87.jpg', '1765164972_92dac06fa9.jpg', '2096771662_984441d20d.jpg', '2274992140_bb9e868bb8.jpg', '2647049174_0fb47cee2e.jpg', '3589895574_ee08207d26.jpg', '2924259848_effb4dcb82.jpg', '2208310655_a3d83080c5.jpg', '2354540393_a149722680.jpg']"
flickr_camera_2346401538_f5e8da66fc_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2021613437_d99731f986.jpg', '2698666984_13e17236ae.jpg', '1415591512_a84644750c.jpg', '2505988632_9541f15583.jpg', '2577972703_a22c5f2a87.jpg', '917574521_74fab68514.jpg', '2914206497_5e36ac6324.jpg', '1765164972_92dac06fa9.jpg', '2197275664_fabcf3424b.jpg', '2228022180_9597b2a458.jpg']"
flickr_camera_2473791980_805c819bd4_1,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['1415591512_a84644750c.jpg', '2698666984_13e17236ae.jpg', '2924259848_effb4dcb82.jpg', '2914206497_5e36ac6324.jpg', '1765164972_92dac06fa9.jpg', '2346401538_f5e8da66fc.jpg', '2928152792_b16c73434a.jpg', '3627011534_485f667b10.jpg', '1056338697_4f7d7ce270.jpg', '2084217208_7bd9bc85e5.jpg']"
flickr_camera_2496370758_a3fbc49837_3,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['1765164972_92dac06fa9.jpg', '3047264346_e24601bfbf.jpg', '3715469645_6d1dc019b3.jpg', '2991994415_504d1c0a03.jpg', '2096771662_984441d20d.jpg', '3121521593_18f0ec14f7.jpg', '2649406158_ded6be38de.jpg', '2307118114_c258e3a47e.jpg', '3627011534_485f667b10.jpg', '370614351_98b8a166b9.jpg']"
flickr_camera_2588927489_f4da2f11ec_2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2943023421_e297f05e11.jpg', '1056338697_4f7d7ce270.jpg', '2914206497_5e36ac6324.jpg', '1765164972_92dac06fa9.jpg', '3578841731_f775cab089.jpg', '2682382530_f9f8fd1e89.jpg', '1167669558_87a8a467d6.jpg', '2994179598_a45c2732b5.jpg', '2666179615_f05a9d8331.jpg', '3217266166_4e0091860b.jpg']"
flickr_camera_2588927489_f4da2f11ec_4,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2914206497_5e36ac6324.jpg', '2943023421_e297f05e11.jpg', '2307118114_c258e3a47e.jpg', '2049051050_20359a434a.jpg', '1765164972_92dac06fa9.jpg', '1056338697_4f7d7ce270.jpg', '2928152792_b16c73434a.jpg', '2698666984_13e17236ae.jpg', '2280525192_81911f2b00.jpg', '229862312_1a0ba19dab.jpg']"
flickr_camera_2696866120_254a0345bc_0,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","['2914206497_5e36ac6324.jpg', '2588927489_f4da2f11ec.jpg', '2096771662_984441d20d.jpg', '1056338697_4f7d7ce270.jpg', '229862312_1a0ba19dab.jpg', '3597326009_3678a98a43.jpg', '2049051050_20359a434a.jpg', '2224450291_4c133fabe8.jpg', '2554081584_233bdf289a.jpg', '2943023421_e297f05e11.jpg']"
flickr_camera_270724499_107481c88f_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3521374954_37371b49a4.jpg', '2683963310_20dcd5e566.jpg', '3416091866_a96003d652.jpg', '2616643090_4f2d2d1a44.jpg', '2943023421_e297f05e11.jpg', '3741462565_cc35966b7a.jpg', '1356796100_b265479721.jpg', '2521770311_3086ca90de.jpg', '3578841731_f775cab089.jpg', '245895500_a4eb97af02.jpg']"
flickr_camera_2718495608_d8533e3ac5_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2577972703_a22c5f2a87.jpg', '2647049174_0fb47cee2e.jpg', '3119875880_22f9129a1c.jpg', '2759860913_f75b39d783.jpg', '2479162876_a5ce3306af.jpg', '150387174_24825cf871.jpg', '2096771662_984441d20d.jpg', '2683963310_20dcd5e566.jpg', '2616643090_4f2d2d1a44.jpg', '1765164972_92dac06fa9.jpg']"
flickr_camera_2774554310_007e980a90_3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2096771662_984441d20d.jpg', '2307118114_c258e3a47e.jpg', '2554081584_233bdf289a.jpg', '2588927489_f4da2f11ec.jpg', '2049051050_20359a434a.jpg', '1765164972_92dac06fa9.jpg', '229862312_1a0ba19dab.jpg', '3393343330_b13df4d8ec.jpg', '3589367895_5d3729e3ea.jpg', '2914206497_5e36ac6324.jpg']"
flickr_camera_2878190821_6e4e03dc5f_0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2577972703_a22c5f2a87.jpg', '3119875880_22f9129a1c.jpg', '2759860913_f75b39d783.jpg', '150387174_24825cf871.jpg', '2553550034_5901aa9d6c.jpg', '2479162876_a5ce3306af.jpg', '3116769029_f5a76f04ba.jpg', '2924259848_effb4dcb82.jpg', '2683963310_20dcd5e566.jpg', '189721896_1ffe76d89e.jpg']"
flickr_camera_2985679744_75a7102aab_3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['2553550034_5901aa9d6c.jpg', '57422853_b5f6366081.jpg', '279728508_6bd7281f3c.jpg', '2208067635_39a03834ca.jpg', '197107117_4b438b1872.jpg', '309687244_4bdf3b591f.jpg', '2588927489_f4da2f11ec.jpg', '3119875880_22f9129a1c.jpg', '2049051050_20359a434a.jpg', '2470486377_c3a39ccb7b.jpg']"
flickr_camera_3047264346_e24601bfbf_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2759860913_f75b39d783.jpg', '2096771662_984441d20d.jpg', '150387174_24825cf871.jpg', '2049051050_20359a434a.jpg', '3119875880_22f9129a1c.jpg', '1765164972_92dac06fa9.jpg', '219070971_ae43410b9e.jpg', '2553550034_5901aa9d6c.jpg', '57422853_b5f6366081.jpg', '2994179598_a45c2732b5.jpg']"
flickr_camera_3070011270_390e597783_0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['3192069971_83c5a90b4c.jpg', '2893374123_087f98d58a.jpg', '2554081584_233bdf289a.jpg', '2914206497_5e36ac6324.jpg', '1056338697_4f7d7ce270.jpg', '1679617928_a73c1769be.jpg', '2105756457_a100d8434e.jpg', '2696866120_254a0345bc.jpg', '2953015871_cae796b6e7.jpg', '2575647360_f5de38c751.jpg']"
flickr_camera_3070011270_390e597783_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['189721896_1ffe76d89e.jpg', '2553550034_5901aa9d6c.jpg', '3502343542_f9b46688e5.jpg', '3238951136_2a99f1a1a8.jpg', '309687244_4bdf3b591f.jpg', '3119875880_22f9129a1c.jpg', '997722733_0cb5439472.jpg', '197107117_4b438b1872.jpg', '2208067635_39a03834ca.jpg', '2698666984_13e17236ae.jpg']"
flickr_camera_307327914_f98f576adb_4,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['2096771662_984441d20d.jpg', '2588927489_f4da2f11ec.jpg', '2208067635_39a03834ca.jpg', '2554081584_233bdf289a.jpg', '3589367895_5d3729e3ea.jpg', '2265096094_8cc34d669c.jpg', '2480850054_de3433b54a.jpg', '302983277_69a4e732e4.jpg', '1096395242_fc69f0ae5a.jpg', '2307118114_c258e3a47e.jpg']"
flickr_camera_3079787482_0757e9d167_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2683963310_20dcd5e566.jpg', '2170222061_e8bce4a32d.jpg', '917574521_74fab68514.jpg', '2120383553_5825333a3f.jpg', '2577972703_a22c5f2a87.jpg', '2265096094_8cc34d669c.jpg', '2608289957_044849f73e.jpg', '2274992140_bb9e868bb8.jpg', '2105756457_a100d8434e.jpg', '1387785218_cee67735f5.jpg']"
